day,label,hr_maxHeartRate,hr_minHeartRate,hr_restingHeartRate,hr_lastSevenDaysAvgRestingHeartRate,resp_lowestRespirationValue,resp_highestRespirationValue,resp_avgWakingRespirationValue,resp_avgSleepRespirationValue,resp_avgTomorrowSleepRespirationValue,str_maxStressLevel,str_avgStressLevel,sleep_sleepTimeSeconds,sleep_napTimeSeconds,sleep_unmeasurableSleepSeconds,sleep_deepSleepSeconds,sleep_lightSleepSeconds,sleep_remSleepSeconds,sleep_awakeSleepSeconds,act_totalCalories,act_activeKilocalories,act_distance,act_activeTime,sleep_averageRespirationValue,sleep_lowestRespirationValue,sleep_highestRespirationValue,sleep_awakeCount,sleep_avgSleepStress,sleep_avgHeartRate,client_id,user_id,source_file,ts__hr_time_series__len_raw,ts__hr_time_series__nan_frac_raw,ts__hr_time_series__neg_frac_raw,ts__hr_time_series__neg_count_raw,ts__hr_time_series__used,ts__hr_time_series__len,ts__hr_time_series__mean,ts__hr_time_series__std,ts__hr_time_series__min,ts__hr_time_series__max,ts__hr_time_series__range,ts__hr_time_series__median,ts__hr_time_series__mad,ts__hr_time_series__energy,ts__hr_time_series__q10,ts__hr_time_series__q25,ts__hr_time_series__q50,ts__hr_time_series__q75,ts__hr_time_series__q90,ts__hr_time_series__slope,ts__hr_time_series__diff_mean,ts__hr_time_series__diff_std,ts__hr_time_series__diff_abs_mean,ts__resp_time_series__len_raw,ts__resp_time_series__nan_frac_raw,ts__resp_time_series__neg_frac_raw,ts__resp_time_series__neg_count_raw,ts__resp_time_series__used,ts__resp_time_series__len,ts__resp_time_series__mean,ts__resp_time_series__std,ts__resp_time_series__min,ts__resp_time_series__max,ts__resp_time_series__range,ts__resp_time_series__median,ts__resp_time_series__mad,ts__resp_time_series__energy,ts__resp_time_series__q10,ts__resp_time_series__q25,ts__resp_time_series__q50,ts__resp_time_series__q75,ts__resp_time_series__q90,ts__resp_time_series__slope,ts__resp_time_series__diff_mean,ts__resp_time_series__diff_std,ts__resp_time_series__diff_abs_mean,ts__stress_time_series__len_raw,ts__stress_time_series__nan_frac_raw,ts__stress_time_series__neg_frac_raw,ts__stress_time_series__neg_count_raw,ts__stress_time_series__used,ts__stress_time_series__len,ts__stress_time_series__mean,ts__stress_time_series__std,ts__stress_time_series__min,ts__stress_time_series__max,ts__stress_time_series__range,ts__stress_time_series__median,ts__stress_time_series__mad,ts__stress_time_series__energy,ts__stress_time_series__q10,ts__stress_time_series__q25,ts__stress_time_series__q50,ts__stress_time_series__q75,ts__stress_time_series__q90,ts__stress_time_series__slope,ts__stress_time_series__diff_mean,ts__stress_time_series__diff_std,ts__stress_time_series__diff_abs_mean,hr_maxHeartRate__is_outlier,hr_maxHeartRate__clean,hr_minHeartRate__is_outlier,hr_minHeartRate__clean,hr_restingHeartRate__is_outlier,hr_restingHeartRate__clean,hr_lastSevenDaysAvgRestingHeartRate__is_outlier,hr_lastSevenDaysAvgRestingHeartRate__clean,resp_lowestRespirationValue__is_outlier,resp_lowestRespirationValue__clean,resp_highestRespirationValue__is_outlier,resp_highestRespirationValue__clean,resp_avgWakingRespirationValue__is_outlier,resp_avgWakingRespirationValue__clean,resp_avgSleepRespirationValue__is_outlier,resp_avgSleepRespirationValue__clean,resp_avgTomorrowSleepRespirationValue__is_outlier,resp_avgTomorrowSleepRespirationValue__clean,str_maxStressLevel__is_outlier,str_maxStressLevel__clean,str_avgStressLevel__is_outlier,str_avgStressLevel__clean,sleep_sleepTimeSeconds__is_outlier,sleep_sleepTimeSeconds__clean,sleep_napTimeSeconds__is_outlier,sleep_napTimeSeconds__clean,sleep_unmeasurableSleepSeconds__is_outlier,sleep_unmeasurableSleepSeconds__clean,sleep_deepSleepSeconds__is_outlier,sleep_deepSleepSeconds__clean,sleep_lightSleepSeconds__is_outlier,sleep_lightSleepSeconds__clean,sleep_remSleepSeconds__is_outlier,sleep_remSleepSeconds__clean,sleep_awakeSleepSeconds__is_outlier,sleep_awakeSleepSeconds__clean,act_totalCalories__is_outlier,act_totalCalories__clean,act_activeKilocalories__is_outlier,act_activeKilocalories__clean,act_distance__is_outlier,act_distance__clean,act_activeTime__is_outlier,act_activeTime__clean,sleep_averageRespirationValue__is_outlier,sleep_averageRespirationValue__clean,sleep_lowestRespirationValue__is_outlier,sleep_lowestRespirationValue__clean,sleep_highestRespirationValue__is_outlier,sleep_highestRespirationValue__clean,sleep_awakeCount__is_outlier,sleep_awakeCount__clean,sleep_avgSleepStress__is_outlier,sleep_avgSleepStress__clean,sleep_avgHeartRate__is_outlier,sleep_avgHeartRate__clean
5,70,75,50,49,43.5,7.0,19.0,14.0,15.0,15.0,81,36,20424.0,0.0,0.0,5700.0,12660.0,2100.0,540.0,2211.0,0.0,7.0,0.0,14.8,8.0,18.8,0.2,14.0,48.8,group2,11,dataset_user_11_train.csv,9.0,0.1111111111111111,0.0,0.0,1.0,8.0,61.75,7.996092795859738,50.0,75.0,25.0,61.0,6.0,3877.0,53.5,55.0,61.0,67.25,72.2,-3.261904761904762,-3.5714285714285716,4.981598792617913,5.285714285714286,720.0,0.0,0.9875,711.0,0.0,589.0,13.228956228956228,2.5084738823846595,7.0,20.0,14.0,13.0,2.0,181.74410774410774,10.0,11.0,13.0,15.0,17.0,-0.0022311150719521037,0.0,2.4145036445421137,1.8197278911564625,480.0,0.0,0.9895833333333334,475.0,0.0,372.0,27.156593406593405,18.955933313683303,3.0,92.0,89.0,22.5,11.0,992.1365979381443,8.0,11.0,22.5,34.0,54.0,0.09450832249663793,0.002457002457002457,11.697980415691024,6.953168044077135,False,75,True,42.0,False,49.0,False,43.5,False,7.0,False,19.0,False,14.0,False,15.0,False,15.0,False,81,False,36.0,False,20424.0,False,0.0,False,0.0,False,5700.0,False,12660.0,False,2100.0,False,540.0,False,2211.0,False,0.0,False,7.0,False,0.0,False,14.8,False,8.0,False,18.8,False,0.2,False,14.0,False,48.8
5,80,119,49,53,53.0,7.0,21.0,13.0,13.0,12.0,96,33,20880.0,0.0,0.0,4620.0,14160.0,2100.0,3960.0,2964.0,759.0,21394.0,0.0,13.0,9.0,19.0,5.0,11.0,55.0,group2,29,dataset_user_29_train.csv,714.0,0.0014005602240896359,0.0,0.0,1.0,713.0,69.85133239831697,12.496408529451697,49.0,119.0,70.0,72.0,11.0,5035.368863955119,54.0,58.0,72.0,80.0,85.0,0.02218106934848888,-0.008426966292134831,4.999150129766757,3.401685393258427,720.0,0.0,0.24861111111111112,179.0,1.0,541.0,12.920517560073938,2.1903764711075304,7.0,19.0,12.0,13.0,1.0,171.73752310536045,10.0,12.0,13.0,14.0,16.0,0.00021637000103827324,0.003703703703703704,2.2574947572198636,1.6074074074074074,480.0,0.0,0.3,144.0,1.0,336.0,32.583333333333336,26.0676584575661,3.0,91.0,88.0,19.0,12.0,1741.1964285714287,7.0,10.0,19.0,60.0,71.0,0.10656963170582019,-0.03283582089552239,8.105395071898265,5.155223880597015,False,119,False,49.0,False,53.0,False,53.0,False,7.0,False,21.0,False,13.0,False,13.0,False,12.0,False,96,False,33.0,False,20880.0,False,0.0,False,0.0,False,4620.0,False,14160.0,False,2100.0,False,3960.0,False,2964.0,False,759.0,False,21394.0,False,0.0,False,13.0,False,9.0,False,19.0,False,5.0,False,11.0,False,55.0
5,83,133,41,42,47.0,5.0,22.0,14.0,16.0,17.0,99,24,29340.0,0.0,0.0,4080.0,19260.0,6000.0,0.0,1992.0,308.0,9298.0,0.0,16.0,8.0,19.0,0.0,7.0,50.9,group2,38,dataset_user_38_train.csv,711.0,0.0014064697609001407,0.0,0.0,1.0,710.0,62.3112676056338,16.57633685298409,41.0,133.0,92.0,60.0,9.0,4157.469014084507,45.0,50.0,60.0,68.0,84.0,0.032747641874169085,0.00846262341325811,6.0784654483092915,3.5740479548660087,720.0,0.0,0.20416666666666666,147.0,1.0,573.0,14.62652705061082,2.9427571894050852,7.0,21.0,14.0,15.0,2.0,222.5951134380454,11.0,12.0,15.0,17.0,18.0,-0.0028656058537299763,0.013986013986013986,2.5412292988738225,1.8706293706293706,480.0,0.0,0.25,120.0,1.0,360.0,24.238888888888887,18.99177128503842,1.0,95.0,94.0,23.0,13.0,948.2111111111111,4.899999999999999,8.0,23.0,34.0,49.0,0.10217362788293123,0.06406685236768803,10.458769888628131,5.947075208913649,False,133,False,41.0,False,42.0,False,47.0,False,5.0,False,22.0,False,14.0,False,16.0,False,17.0,False,99,False,24.0,False,29340.0,False,0.0,False,0.0,False,4080.0,False,19260.0,False,6000.0,False,0.0,False,1992.0,False,308.0,False,9298.0,False,0.0,False,16.0,False,8.0,False,19.0,False,0.0,False,7.0,False,50.9
6,88,65,44,45,44.0,7.0,19.0,13.0,15.0,15.0,46,14,20424.0,0.0,0.0,5700.0,12660.0,2100.0,540.0,2211.0,0.0,15.5,0.0,14.6,8.0,18.6,0.4,14.0,48.6,group2,11,dataset_user_11_train.csv,174.0,0.0,0.0,0.0,1.0,174.0,49.64367816091954,3.849099048170429,44.0,65.0,21.0,48.0,2.0,2479.310344827586,46.0,47.0,48.0,51.0,55.0,-0.024194310771946812,0.08092485549132948,3.476483383664685,1.953757225433526,720.0,0.0,0.7597222222222222,547.0,0.0,589.0,13.228956228956228,2.5084738823846595,7.0,20.0,14.0,13.0,2.0,181.74410774410774,10.0,11.0,13.0,15.0,17.0,-0.0022311150719521037,0.0,2.4145036445421137,1.8197278911564625,480.0,0.0,0.7604166666666666,365.0,0.0,372.0,27.156593406593405,18.955933313683303,3.0,92.0,89.0,22.5,11.0,992.1365979381443,8.0,11.0,22.5,34.0,54.0,0.09450832249663793,0.002457002457002457,11.697980415691024,6.953168044077135,False,65,False,44.0,False,45.0,False,44.0,False,7.0,False,19.0,False,13.0,False,15.0,False,15.0,True,96,False,14.0,False,20424.0,False,0.0,False,0.0,False,5700.0,False,12660.0,False,2100.0,False,540.0,False,2211.0,False,0.0,False,15.5,False,0.0,False,14.6,False,8.0,False,18.6,False,0.4,False,14.0,False,48.6
6,32,119,49,51,53.0,7.0,23.0,13.0,12.0,15.0,99,38,28980.0,0.0,0.0,2460.0,21240.0,5280.0,2880.0,3155.0,950.0,12423.0,0.0,12.0,7.0,16.0,2.0,8.0,54.0,group2,29,dataset_user_29_train.csv,720.0,0.0,0.0,0.0,1.0,720.0,74.43611111111112,18.19978102398454,49.0,119.0,70.0,75.0,16.0,5871.966666666666,52.0,56.0,75.0,87.0,101.0,0.07131530603518398,0.04033379694019471,5.66371344244398,3.820584144645341,720.0,0.0,0.13194444444444445,95.0,1.0,625.0,12.888,2.243625637222039,7.0,22.0,15.0,13.0,1.0,171.1344,10.0,12.0,13.0,14.0,16.0,0.002140083558613909,-0.0016025641025641025,2.190084882090796,1.623397435897436,480.0,0.0,0.20625,99.0,1.0,381.0,37.973753280839894,30.96563744194278,2.0,96.0,94.0,28.0,22.0,2400.8766404199473,6.0,9.0,28.0,67.0,85.0,0.24152615739786454,0.15526315789473685,9.388660499953096,6.002631578947368,False,119,False,49.0,False,51.0,False,53.0,False,7.0,False,23.0,False,13.0,False,12.0,False,15.0,False,99,False,38.0,False,28980.0,False,0.0,False,0.0,False,2460.0,False,21240.0,False,5280.0,False,2880.0,False,3155.0,False,950.0,False,12423.0,False,0.0,False,12.0,False,7.0,False,16.0,False,2.0,False,8.0,False,54.0
6,70,144,39,45,47.0,6.0,24.0,14.0,17.0,17.0,98,22,29280.0,0.0,0.0,5460.0,18840.0,4980.0,1260.0,2080.0,396.0,13726.0,0.0,17.0,10.0,22.0,2.0,19.0,50.9,group2,38,dataset_user_38_train.csv,708.0,0.002824858757062147,0.0,0.0,1.0,706.0,62.35694050991501,15.80601469550546,39.0,144.0,105.0,59.0,6.0,4138.218130311615,49.0,53.0,59.0,65.0,80.0,0.014620322515990629,-0.00425531914893617,6.641689440936514,3.8624113475177304,720.0,0.0,0.18472222222222223,133.0,1.0,587.0,14.948892674616696,3.125557335033237,8.0,23.0,15.0,15.0,3.0,233.23850085178876,11.0,12.0,15.0,18.0,19.0,-0.004635327975751934,-0.0034129692832764505,2.6015200249811405,1.9044368600682593,480.0,0.0,0.25833333333333336,124.0,1.0,356.0,21.6123595505618,11.046442512652213,1.0,94.0,93.0,21.0,4.0,589.1179775280899,11.0,16.0,21.0,25.0,31.0,0.03587180718148945,-0.02535211267605634,9.523399178773836,5.07887323943662,False,144,False,39.0,False,45.0,False,47.0,False,6.0,True,22.0,False,14.0,False,17.0,False,17.0,False,98,False,22.0,False,29280.0,False,0.0,False,0.0,False,5460.0,False,18840.0,False,4980.0,False,1260.0,False,2080.0,False,396.0,False,13726.0,False,0.0,False,17.0,False,10.0,False,22.0,False,2.0,False,19.0,False,50.9
7,78,142,50,51,52.0,8.0,22.0,14.0,15.0,13.0,96,29,12300.0,0.0,0.0,4320.0,7980.0,0.0,4320.0,2583.0,378.0,7539.0,0.0,15.0,11.0,21.0,3.0,36.0,68.0,group2,29,dataset_user_29_train.csv,707.0,0.0014144271570014145,0.0,0.0,1.0,706.0,70.37960339943342,10.616963969140524,50.0,142.0,92.0,68.0,5.0,5066.008498583569,60.0,64.0,68.0,75.0,83.0,-0.01951767957218843,-0.03546099290780142,6.143452199645531,3.7886524822695034,720.0,0.0,0.125,90.0,1.0,630.0,14.053968253968254,2.097680154536964,8.0,21.0,13.0,14.0,1.0,201.9142857142857,11.0,13.0,14.0,16.0,17.0,-0.0013362161586268975,-0.001589825119236884,2.113999972240059,1.6136724960254372,480.0,0.0,0.17083333333333334,82.0,1.0,398.0,28.366834170854272,16.145883478277327,1.0,76.0,75.0,24.0,8.0,1065.3668341708542,12.0,17.25,24.0,37.0,52.0,-0.09739955625554902,-0.16120906801007556,9.68336008408256,6.282115869017632,False,142,False,50.0,False,51.0,False,52.0,False,8.0,False,22.0,False,14.0,False,15.0,False,13.0,False,96,False,29.0,False,12300.0,False,0.0,False,0.0,False,4320.0,False,7980.0,False,0.0,False,4320.0,False,2583.0,False,378.0,False,7539.0,False,0.0,False,15.0,True,9.0,False,21.0,False,3.0,False,36.0,False,68.0
7,80,156,44,49,47.0,6.0,21.0,13.0,17.0,15.0,92,22,17518.0,0.0,0.0,7740.0,8280.0,1500.0,660.0,1806.0,193.0,8793.0,0.0,17.0,12.0,20.0,1.0,19.0,50.9,group2,38,dataset_user_38_train.csv,675.0,0.0014814814814814814,0.0,0.0,1.0,674.0,61.76706231454006,13.143943375299903,44.0,156.0,112.0,58.0,5.0,3987.933234421365,51.0,54.0,58.0,64.0,79.0,-0.001621803548779181,-0.008915304606240713,6.615523473571796,4.083209509658246,690.0,0.0,0.1681159420289855,116.0,1.0,574.0,14.348432055749129,3.0882246822231525,7.0,21.0,14.0,14.0,3.0,215.41463414634146,10.0,12.0,14.0,17.0,19.0,-0.008735087734604704,0.0,2.495370932496898,1.8324607329842932,460.0,0.0,0.26304347826086955,121.0,1.0,339.0,21.74041297935103,11.327669460426062,2.0,83.0,81.0,20.0,5.0,600.9616519174041,11.0,15.0,20.0,25.0,33.0,0.003342379000089326,-0.008875739644970414,10.322173148099788,5.943786982248521,False,156,False,44.0,False,49.0,False,47.0,False,6.0,False,21.0,False,13.0,False,17.0,False,15.0,True,99,False,22.0,False,17518.0,False,0.0,False,0.0,False,7740.0,False,8280.0,False,1500.0,False,660.0,False,1806.0,False,193.0,False,8793.0,False,0.0,False,17.0,False,12.0,False,20.0,False,1.0,False,19.0,False,50.9
8,69,69,43,42,47.0,6.5,20.0,15.0,14.666666666666666,14.0,79,21,21063.0,0.0,0.0,5500.0,12940.0,2660.0,600.0,2211.0,0.0,24.0,0.0,14.4,8.0,18.4,0.6000000000000001,14.0,48.4,group2,11,dataset_user_11_train.csv,14.0,0.07142857142857142,0.0,0.0,1.0,13.0,55.92307692307692,9.185787839094264,43.0,69.0,26.0,58.0,9.0,3211.769230769231,44.0,46.0,58.0,65.0,66.6,-2.027472527472528,-2.0,7.047458170621991,6.166666666666667,720.0,0.0,0.9805555555555555,706.0,0.0,589.0,13.228956228956228,2.5084738823846595,7.0,20.0,14.0,13.0,2.0,181.74410774410774,10.0,11.0,13.0,15.0,17.0,-0.0022311150719521037,0.0,2.4145036445421137,1.8197278911564625,480.0,0.0,0.9875,474.0,0.0,372.0,27.156593406593405,18.955933313683303,3.0,92.0,89.0,22.5,11.0,992.1365979381443,8.0,11.0,22.5,34.0,54.0,0.09450832249663793,0.002457002457002457,11.697980415691024,6.953168044077135,False,69,False,43.0,False,42.0,False,47.0,False,6.5,False,20.0,False,15.0,False,14.666666666666666,False,14.0,False,79,False,21.0,False,21063.0,False,0.0,False,0.0,False,5500.0,False,12940.0,False,2660.0,False,600.0,False,2211.0,False,0.0,False,24.0,False,0.0,False,14.4,False,8.0,False,18.4,False,0.6000000000000001,False,14.0,False,48.4
8,52,124,47,50,51.0,8.0,20.0,14.0,13.0,14.0,99,32,25740.0,0.0,0.0,2340.0,19380.0,4020.0,1620.0,2997.0,792.0,10731.0,0.0,13.0,9.0,16.0,1.0,7.0,54.0,group2,29,dataset_user_29_train.csv,693.0,0.001443001443001443,0.0,0.0,1.0,692.0,72.8193641618497,17.909390621349452,47.0,124.0,77.0,69.0,13.0,5623.406069364162,52.0,59.0,69.0,84.0,99.0,0.04467133183578312,0.01881331403762663,6.171541453915016,4.068017366136035,720.0,0.0,0.16666666666666666,120.0,1.0,600.0,13.391666666666667,1.8730360084336042,8.0,19.0,11.0,13.0,1.0,182.845,11.0,12.0,13.0,15.0,16.0,0.0030732585368292683,0.00667779632721202,2.1496489167924446,1.6126878130217028,480.0,0.0,0.23958333333333334,115.0,1.0,365.0,32.0027397260274,26.930402296222145,1.0,98.0,97.0,24.0,19.0,1749.4219178082192,3.0,9.0,24.0,54.0,73.60000000000002,0.13988593934697696,0.06318681318681318,11.155931096749859,6.865384615384615,False,124,False,47.0,False,50.0,False,51.0,False,8.0,False,20.0,False,14.0,False,13.0,False,14.0,False,99,False,32.0,False,25740.0,False,0.0,False,0.0,False,2340.0,False,19380.0,False,4020.0,False,1620.0,False,2997.0,False,792.0,False,10731.0,False,0.0,False,13.0,False,9.0,False,16.0,False,1.0,False,7.0,False,54.0
8,93,126,40,41,46.0,7.0,21.0,14.0,15.0,16.0,99,22,25140.0,0.0,0.0,4920.0,15120.0,5100.0,1920.0,1876.0,192.0,5519.0,0.0,15.0,9.0,20.0,1.0,14.0,50.3,group2,38,dataset_user_38_train.csv,710.0,0.0028169014084507044,0.0,0.0,1.0,708.0,58.46468926553672,15.293924296388749,40.0,126.0,86.0,55.0,7.0,3652.024011299435,43.0,48.0,55.0,63.0,78.0,0.026581177978325054,-0.01272984441301273,6.271428378431787,3.9844413012729842,718.0,0.0,0.15181058495821728,109.0,1.0,609.0,14.469622331691298,2.746452559868163,7.0,20.0,13.0,14.0,2.0,216.9129720853859,11.0,13.0,14.0,16.0,18.0,0.0009528130671506351,0.008223684210526315,2.222403452989603,1.65625,480.0,0.0,0.20833333333333334,100.0,1.0,380.0,21.821052631578947,21.725308524182438,2.0,99.0,97.0,16.0,8.0,948.1473684210526,5.0,8.0,16.0,24.0,46.0,0.0554196868982545,0.002638522427440633,11.428220100876745,6.298153034300792,False,126,False,40.0,False,41.0,False,46.0,False,7.0,False,21.0,False,14.0,False,15.0,False,16.0,False,99,False,22.0,False,25140.0,False,0.0,False,0.0,False,4920.0,False,15120.0,False,5100.0,True,390.0,False,1876.0,False,192.0,False,5519.0,False,0.0,False,15.0,False,9.0,False,20.0,False,1.0,False,14.0,False,50.3
9,51,101,54,59,53.0,8.0,20.0,13.0,14.0,14.0,93,30,25440.0,0.0,0.0,3240.0,20520.0,1680.0,5400.0,2637.0,432.0,9633.0,0.0,14.0,9.0,18.0,4.0,24.0,62.0,group2,29,dataset_user_29_train.csv,680.0,0.0014705882352941176,0.0,0.0,1.0,679.0,70.55817378497791,10.491840727395406,54.0,101.0,47.0,67.0,6.0,5088.534609720176,60.0,62.0,67.0,78.0,87.0,0.007671699279109507,-0.011799410029498525,5.9471499339889515,3.96165191740413,720.0,0.0,0.18194444444444444,131.0,1.0,589.0,13.388794567062819,1.874666260798507,9.0,18.0,9.0,13.0,1.0,182.7741935483871,11.0,12.0,13.0,15.0,16.0,-0.0008725046232702743,-0.00510204081632653,2.3001717969991113,1.7534013605442176,480.0,0.0,0.2375,114.0,1.0,366.0,29.10928961748634,14.620110075544565,4.0,83.0,79.0,25.0,6.0,1061.0983606557377,15.0,20.0,25.0,34.0,52.0,-0.005564873449672052,-0.06301369863013699,10.158409794242282,6.517808219178082,False,101,False,54.0,False,59.0,False,53.0,False,8.0,False,20.0,False,13.0,False,14.0,False,14.0,False,93,False,30.0,False,25440.0,False,0.0,False,0.0,False,3240.0,False,20520.0,False,1680.0,False,5400.0,False,2637.0,False,432.0,False,9633.0,False,0.0,False,14.0,False,9.0,False,18.0,False,4.0,False,24.0,False,62.0
9,49,129,43,46,46.0,7.0,25.0,14.0,16.0,16.0,99,22,32520.0,0.0,0.0,5580.0,19740.0,7200.0,240.0,1896.0,212.0,5655.0,0.0,16.0,7.0,20.0,0.0,14.0,50.2,group2,38,dataset_user_38_train.csv,613.0,0.008156606851549755,0.0,0.0,1.0,608.0,60.91447368421053,15.265390887020155,43.0,129.0,86.0,56.0,6.0,3943.6052631578946,48.0,51.0,56.0,65.0,83.30000000000007,0.03440245788589522,-0.004942339373970346,6.246842388254515,3.7215815485996706,720.0,0.0,0.2652777777777778,191.0,1.0,529.0,14.610586011342155,3.3042851019036688,7.0,23.0,16.0,15.0,3.0,224.3875236294896,10.0,12.0,15.0,17.0,19.0,-0.0011972004526486133,-0.001893939393939394,2.4296924710552696,1.7556818181818181,480.0,0.0,0.3,144.0,1.0,336.0,21.80654761904762,14.259752885894626,4.0,91.0,87.0,20.0,7.0,678.8660714285714,8.0,12.0,20.0,26.0,35.5,0.07437172973622772,0.01791044776119403,9.825020228958467,5.002985074626865,False,129,False,43.0,False,46.0,False,46.0,False,7.0,True,22.0,False,14.0,False,16.0,False,16.0,False,99,False,22.0,False,32520.0,False,0.0,False,0.0,False,5580.0,False,19740.0,False,7200.0,False,240.0,False,1896.0,False,212.0,False,5655.0,False,0.0,False,16.0,False,7.0,False,20.0,False,0.0,False,14.0,False,50.2
10,91,107,55,59,59.0,8.0,20.0,13.0,14.0,14.0,87,17,38880.0,60.0,1620.0,4140.0,24480.0,10260.0,840.0,1647.0,59.0,0.0,0.0,14.0,8.0,19.0,1.0,7.0,72.0,group2,2,dataset_user_2_train.csv,234.0,0.0,0.0,0.0,1.0,234.0,71.74358974358974,10.127945468920796,55.0,107.0,52.0,69.0,7.0,5249.717948717948,61.3,64.0,69.0,78.0,87.0,-0.04570101313777693,-0.02145922746781116,5.003386279861368,3.532188841201717,234.0,0.0,0.1452991452991453,34.0,1.0,200.0,13.75,2.0043702252827447,8.0,19.0,11.0,14.0,1.0,193.08,11.0,12.0,14.0,15.0,16.0,0.010489762244056103,0.010050251256281407,2.1710520103502047,1.6180904522613064,156.0,0.0,0.3141025641025641,49.0,1.0,107.0,14.869158878504672,16.906053835885547,1.0,68.0,67.0,8.0,6.0,506.9065420560748,2.0,3.0,8.0,18.5,44.20000000000002,-0.13298653970493152,-0.16981132075471697,15.226263121450561,8.471698113207546,False,107,False,55.0,False,59.0,False,59.0,False,8.0,False,20.0,False,13.0,False,14.0,False,14.0,True,98,False,17.0,False,38880.0,False,60.0,False,1620.0,False,4140.0,False,24480.0,False,10260.0,False,840.0,False,1647.0,False,59.0,False,0.0,False,0.0,False,14.0,False,8.0,False,19.0,False,1.0,True,23.0,False,72.0
10,48,125,52,57,53.0,7.0,21.0,14.0,14.0,15.0,96,31,28260.0,0.0,0.0,2340.0,24120.0,1800.0,4560.0,2755.0,550.0,9899.0,0.0,14.0,9.0,19.0,5.0,18.0,60.0,group2,29,dataset_user_29_train.csv,677.0,0.0014771048744460858,0.0,0.0,1.0,676.0,71.64497041420118,11.859682141696853,52.0,125.0,73.0,69.0,7.0,5273.653846153846,59.0,63.0,69.0,79.0,88.0,0.027286992445497166,0.016296296296296295,6.224541719348679,4.125925925925926,720.0,0.0,0.18333333333333332,132.0,1.0,588.0,13.891156462585034,2.0089231274446626,8.0,21.0,13.0,14.0,1.0,197.0,11.0,13.0,14.0,15.0,16.0,0.0003373981865850932,0.0068143100511073255,2.2196170237518733,1.6933560477001703,480.0,0.0,0.23541666666666666,113.0,1.0,367.0,31.275204359673026,18.164042417571537,5.0,89.0,84.0,25.0,8.0,1308.0708446866486,14.600000000000001,19.0,25.0,39.5,59.400000000000034,0.08073226697947761,0.060109289617486336,13.396708428168736,8.688524590163935,False,125,False,52.0,False,57.0,False,53.0,False,7.0,False,21.0,False,14.0,False,14.0,False,15.0,False,96,False,31.0,False,28260.0,False,0.0,False,0.0,False,2340.0,False,24120.0,False,1800.0,False,4560.0,False,2755.0,False,550.0,False,9899.0,False,0.0,False,14.0,False,9.0,False,19.0,False,5.0,False,18.0,False,60.0
11,80,95,53,56,58.0,8.0,23.0,15.0,14.0,13.0,93,23,38880.0,0.0,1620.0,4140.0,24480.0,10260.0,840.0,1666.0,78.0,0.0,0.0,13.5,8.0,19.5,2.0,8.5,71.33333333333333,group2,2,dataset_user_2_train.csv,720.0,0.0,0.0,0.0,1.0,720.0,67.79305555555555,8.645821508247156,53.0,95.0,42.0,66.0,6.0,4670.648611111111,58.0,61.0,66.0,73.0,80.0,0.00853591217061247,-0.012517385257301807,4.550884818753847,3.097357440890125,720.0,0.0,0.04861111111111111,35.0,1.0,685.0,14.002919708029196,2.0660601670791574,8.0,21.0,13.0,14.0,1.0,200.35036496350364,12.0,13.0,14.0,15.0,17.0,0.002133107235540065,0.0,2.264653388658016,1.6929824561403508,480.0,0.0,0.13125,63.0,1.0,417.0,22.14148681055156,18.432497386401717,1.0,81.0,80.0,17.0,11.0,830.0023980815348,3.0,8.0,17.0,32.0,50.400000000000034,0.05440895719199393,-0.028846153846153848,9.553701186500797,6.274038461538462,False,95,False,53.0,False,56.0,False,58.0,False,8.0,False,23.0,False,15.0,False,14.0,False,13.0,False,93,False,23.0,False,38880.0,False,0.0,False,1620.0,False,4140.0,False,24480.0,False,10260.0,False,840.0,False,1666.0,False,78.0,False,0.0,False,0.0,False,13.5,False,8.0,False,19.5,False,2.0,False,8.5,False,71.33333333333333
11,78,135,56,59,54.0,7.0,22.0,14.0,15.0,14.0,78,34,21420.0,0.0,0.0,3540.0,16620.0,1260.0,6660.0,2510.0,305.0,5800.0,0.0,15.0,10.0,19.0,4.0,28.0,65.0,group2,29,dataset_user_29_train.csv,609.0,0.0016420361247947454,0.0,0.0,1.0,608.0,72.24835526315789,9.448918967969922,56.0,135.0,79.0,71.0,6.0,5309.106907894737,62.0,65.0,71.0,77.0,84.30000000000007,0.014258158960430103,0.0032948929159802307,5.818223007281653,3.7495881383855023,720.0,0.0,0.25416666666666665,183.0,1.0,537.0,14.405959031657355,2.1874455273233395,8.0,19.0,11.0,15.0,1.0,212.316573556797,11.0,13.0,15.0,16.0,17.0,-0.002994776692847779,-0.013059701492537313,2.374816796582687,1.8563432835820894,480.0,0.0,0.28125,135.0,1.0,345.0,33.19130434782609,11.782002230501668,9.0,76.0,67.0,31.0,7.0,1240.4782608695652,20.4,24.0,31.0,40.0,50.60000000000002,0.009353173930577392,-0.02616279069767442,11.175758198991977,7.607558139534884,False,135,False,56.0,False,59.0,False,54.0,False,7.0,False,22.0,False,14.0,False,15.0,False,14.0,True,96,False,34.0,False,21420.0,False,0.0,False,0.0,False,3540.0,False,16620.0,False,1260.0,False,6660.0,False,2510.0,False,305.0,False,5800.0,False,0.0,False,15.0,False,10.0,False,19.0,False,4.0,False,28.0,False,65.0
